user_id,first_visit_at,acquisition_channel,campaign,device,age_group,country,landing_page,user_goal
U00272,2026-01-21 13:14:00,YouTube,yt_pre_roll,mobile,35-44,Germany,level_test,travel
U00273,2026-03-20 22:44:00,Instagram,ig_story_discount,mobile,25-34,Germany,level_test,career
U00274,2026-02-27 21:52:00,Instagram,ig_reels_beginner,desktop,35-44,Germany,trial_lesson,school_university
U00275,2026-01-22 20:18:00,Telegram,tg_community_native,mobile,18-24,Germany,level_test,conversation
U00276,2026-02-11 21:01:00,Instagram,ig_story_discount,mobile,25-34,Germany,level_test,travel
U00277,2026-01-16 09:07:00,Google Ads,ga_competitor,desktop,35-44,Germany,pricing,relocation
U00278,2026-01-26 07:39:00,Instagram,ig_reels_beginner,desktop,18-24,Germany,trial_lesson,conversation
U00279,2026-01-19 08:42:00,Google Ads,ga_brand,desktop,35-44,Germany,level_test,career
U00280,2026-02-07 22:08:00,Telegram,tg_channel_post,mobile,35-44,Germany,level_test,career
U00281,2026-02-10 15:33:00,TikTok,tt_discount_challenge,mobile,25-34,Poland,pricing,exam
U00282,2026-02-23 20:02:00,Instagram,ig_lookalike_students,mobile,25-34,Germany,level_test,career
U00283,2026-01-01 10:43:00,YouTube,yt_teacher_expert,mobile,25-34,Germany,speaking_club,conversation
U00284,2026-03-24 11:30:00,TikTok,tt_viral_test,mobile,18-24,Poland,grammar_materials,exam
U00285,2026-01-03 13:36:00,TikTok,tt_discount_challenge,desktop,25-34,Poland,level_test,school_university
U00286,2026-02-09 17:45:00,Instagram,ig_reels_beginner,mobile,25-34,Germany,level_test,travel
U00287,2026-03-03 16:49:00,Instagram,ig_story_discount,mobile,35-44,Germany,speaking_club,exam
U00288,2026-02-12 21:56:00,YouTube,yt_pre_roll,mobile,25-34,Germany,level_test,exam
U00289,2026-03-10 17:49:00,Instagram,ig_story_discount,mobile,18-24,Germany,level_test,career
U00290,2026-03-22 21:39:00,Google Ads,ga_competitor,mobile,25-34,Germany,pricing,conversation
U00291,2026-02-20 12:44:00,YouTube,yt_teacher_expert,desktop,25-34,Poland,level_test,exam
U00292,2026-01-21 22:24:00,YouTube,yt_long_form,mobile,18-24,Germany,trial_lesson,school_university
U00293,2026-01-15 21:20:00,YouTube,yt_teacher_expert,mobile,35-44,Germany,speaking_club,career
U00294,2026-01-08 09:13:00,YouTube,yt_long_form,desktop,35-44,Poland,pricing,career
U00295,2026-02-21 11:54:00,YouTube,yt_long_form,mobile,25-34,Germany,level_test,relocation
U00296,2026-01-17 11:00:00,Instagram,ig_lookalike_students,mobile,18-24,Austria,trial_lesson,travel
U00297,2026-03-19 20:39:00,Telegram,tg_webinar_invite,mobile,25-34,Germany,trial_lesson,travel
U00298,2026-03-16 22:44:00,Google Ads,ga_brand,mobile,35-44,Germany,grammar_materials,conversation
U00299,2026-03-23 16:39:00,Google Ads,ga_competitor,mobile,25-34,Austria,trial_lesson,exam
U00300,2026-02-07 12:02:00,Partner Referral,partner_hr_benefit,desktop,35-44,Germany,grammar_materials,career
U00301,2026-01-20 21:23:00,Partner Referral,partner_creator,desktop,25-34,Germany,trial_lesson,conversation
U00302,2026-02-22 19:15:00,Telegram,tg_community_native,mobile,35-44,Germany,trial_lesson,conversation
U00303,2026-02-18 17:33:00,Instagram,ig_story_discount,desktop,18-24,Poland,pricing,school_university
U00304,2026-01-13 15:41:00,TikTok,tt_short_lessons,mobile,18-24,Germany,level_test,relocation
U00305,2026-03-12 07:43:00,Partner Referral,partner_hr_benefit,mobile,18-24,Germany,trial_lesson,relocation
U00306,2026-01-16 10:05:00,Partner Referral,partner_creator,desktop,25-34,Germany,grammar_materials,exam
U00307,2026-03-26 09:40:00,TikTok,tt_short_lessons,mobile,45+,Austria,pricing,relocation
U00308,2026-01-09 22:59:00,TikTok,tt_short_lessons,mobile,18-24,Germany,level_test,exam
U00309,2026-01-20 07:59:00,Instagram,ig_story_discount,mobile,25-34,Germany,level_test,travel
U00310,2026-02-21 08:40:00,TikTok,tt_short_lessons,tablet,25-34,Germany,grammar_materials,travel
U00311,2026-01-06 19:42:00,Instagram,ig_lookalike_students,mobile,25-34,Poland,pricing,travel
U00312,2026-01-03 08:21:00,Partner Referral,partner_hr_benefit,mobile,35-44,Germany,level_test,conversation
U00313,2026-02-28 12:53:00,Telegram,tg_channel_post,mobile,35-44,Germany,trial_lesson,conversation
U00314,2026-02-23 12:44:00,Instagram,ig_reels_beginner,mobile,18-24,Germany,trial_lesson,career
U00315,2026-01-11 07:00:00,Instagram,ig_story_discount,mobile,18-24,Germany,grammar_materials,travel
U00316,2026-02-04 21:26:00,Instagram,ig_lookalike_students,mobile,18-24,Germany,trial_lesson,relocation
U00317,2026-03-06 14:29:00,YouTube,yt_long_form,desktop,35-44,Germany,level_test,conversation
U00318,2026-01-06 08:41:00,Instagram,ig_lookalike_students,mobile,18-24,Germany,pricing,conversation
U00319,2026-01-30 10:20:00,Google Ads,ga_search_english_course,mobile,25-34,Germany,level_test,conversation
U00320,2026-01-26 17:08:00,YouTube,yt_teacher_expert,mobile,25-34,Germany,level_test,exam
U00321,2026-01-22 14:05:00,YouTube,yt_long_form,mobile,25-34,Poland,level_test,exam
U00322,2026-01-01 20:02:00,Instagram,ig_lookalike_students,mobile,25-34,Austria,level_test,exam
U00323,2026-01-11 07:44:00,TikTok,tt_viral_test,desktop,35-44,Germany,level_test,relocation
U00324,2026-03-01 11:55:00,Instagram,ig_story_discount,desktop,18-24,Poland,pricing,relocation
U00325,2026-01-06 18:23:00,TikTok,tt_discount_challenge,mobile,25-34,Germany,pricing,career
U00326,2026-03-06 20:17:00,TikTok,tt_short_lessons,mobile,18-24,Germany,trial_lesson,conversation
U00327,2026-03-21 18:51:00,Telegram,tg_community_native,mobile,35-44,Other EU,grammar_materials,career
U00328,2026-02-23 21:47:00,Instagram,ig_story_discount,mobile,18-24,Germany,grammar_materials,career
U00329,2026-02-11 22:37:00,TikTok,tt_discount_challenge,mobile,25-34,Germany,trial_lesson,exam
U00330,2026-02-06 12:11:00,Instagram,ig_lookalike_students,desktop,25-34,Germany,level_test,career
U00331,2026-01-19 18:28:00,Google Ads,ga_search_english_course,mobile,18-24,Germany,speaking_club,travel
U00332,2026-02-07 11:51:00,Google Ads,ga_search_english_course,desktop,45+,Germany,pricing,relocation
U00333,2026-01-25 22:20:00,Partner Referral,partner_hr_benefit,mobile,35-44,Germany,pricing,travel
U00334,2026-02-23 11:53:00,Partner Referral,partner_hr_benefit,mobile,18-24,Germany,trial_lesson,conversation
U00335,2026-02-18 16:35:00,Instagram,ig_reels_beginner,mobile,35-44,Germany,trial_lesson,exam
U00336,2026-03-27 16:26:00,TikTok,tt_discount_challenge,mobile,35-44,Germany,level_test,conversation
U00337,2026-03-14 20:55:00,TikTok,tt_short_lessons,mobile,25-34,Other EU,grammar_materials,travel
U00338,2026-03-07 13:49:00,YouTube,yt_pre_roll,mobile,35-44,Germany,level_test,travel
U00339,2026-03-30 18:06:00,TikTok,tt_discount_challenge,mobile,18-24,Germany,level_test,travel
U00340,2026-03-20 10:26:00,Google Ads,ga_competitor,mobile,18-24,Switzerland,speaking_club,exam
U00341,2026-01-23 16:01:00,Google Ads,ga_search_english_course,desktop,18-24,Germany,pricing,relocation
U00342,2026-01-27 13:11:00,Google Ads,ga_competitor,desktop,18-24,Germany,pricing,career
U00343,2026-01-25 16:10:00,YouTube,yt_long_form,desktop,25-34,Other EU,level_test,career
U00344,2026-01-18 22:48:00,TikTok,tt_discount_challenge,mobile,18-24,Austria,level_test,exam
U00345,2026-02-07 20:12:00,TikTok,tt_short_lessons,desktop,35-44,Switzerland,speaking_club,travel
U00346,2026-01-11 10:09:00,YouTube,yt_long_form,mobile,35-44,Other EU,pricing,conversation
U00347,2026-03-05 15:48:00,TikTok,tt_short_lessons,desktop,25-34,Germany,grammar_materials,relocation
U00348,2026-03-07 15:09:00,TikTok,tt_short_lessons,desktop,18-24,Germany,trial_lesson,relocation
U00349,2026-01-23 19:38:00,YouTube,yt_pre_roll,mobile,18-24,Germany,level_test,career
U00350,2026-03-05 22:32:00,Instagram,ig_lookalike_students,mobile,25-34,Switzerland,trial_lesson,school_university
U00351,2026-01-22 22:27:00,Google Ads,ga_search_english_course,mobile,35-44,Germany,level_test,relocation
U00352,2026-03-06 08:25:00,TikTok,tt_viral_test,mobile,25-34,Germany,pricing,conversation
U00353,2026-02-13 19:06:00,YouTube,yt_long_form,mobile,45+,Germany,level_test,career
U00354,2026-02-18 19:20:00,YouTube,yt_teacher_expert,mobile,35-44,Germany,pricing,travel
U00355,2026-01-12 10:37:00,TikTok,tt_discount_challenge,mobile,18-24,Switzerland,trial_lesson,career
U00356,2026-03-26 17:12:00,Telegram,tg_community_native,mobile,25-34,Germany,pricing,exam
U00357,2026-02-25 20:20:00,Google Ads,ga_search_english_course,desktop,45+,Germany,grammar_materials,career
U00358,2026-03-13 20:27:00,TikTok,tt_short_lessons,mobile,18-24,Germany,level_test,career
U00359,2026-02-10 16:55:00,Instagram,ig_reels_beginner,mobile,45+,Poland,pricing,conversation
U00360,2026-03-06 10:33:00,TikTok,tt_discount_challenge,mobile,25-34,Austria,trial_lesson,exam
U00361,2026-01-28 11:06:00,Google Ads,ga_search_english_course,mobile,45+,Germany,level_test,exam
U00362,2026-02-17 16:01:00,Instagram,ig_story_discount,mobile,35-44,Germany,pricing,conversation
U00363,2026-02-22 08:17:00,YouTube,yt_long_form,desktop,35-44,Other EU,trial_lesson,travel
U00364,2026-01-18 07:25:00,TikTok,tt_discount_challenge,mobile,18-24,Germany,level_test,career
U00365,2026-03-29 20:50:00,Instagram,ig_lookalike_students,tablet,25-34,Poland,level_test,career
U00366,2026-03-13 14:58:00,TikTok,tt_viral_test,mobile,18-24,Germany,grammar_materials,career
U00367,2026-02-25 21:52:00,Instagram,ig_lookalike_students,mobile,18-24,Germany,level_test,conversation
U00368,2026-03-02 11:55:00,TikTok,tt_viral_test,mobile,25-34,Germany,pricing,relocation
U00369,2026-01-06 07:16:00,Partner Referral,partner_creator,mobile,25-34,Other EU,pricing,career
U00370,2026-02-03 17:27:00,Telegram,tg_webinar_invite,desktop,25-34,Other EU,grammar_materials,career
U00371,2026-03-13 22:29:00,TikTok,tt_discount_challenge,mobile,35-44,Poland,level_test,career
U00372,2026-03-16 13:37:00,YouTube,yt_long_form,tablet,18-24,Austria,level_test,school_university
U00373,2026-02-28 22:29:00,Instagram,ig_reels_beginner,mobile,18-24,Germany,level_test,career
U00374,2026-01-23 14:49:00,Instagram,ig_story_discount,desktop,18-24,Switzerland,level_test,conversation
U00375,2026-02-25 16:57:00,Instagram,ig_story_discount,desktop,18-24,Germany,grammar_materials,exam
U00376,2026-01-12 20:51:00,YouTube,yt_teacher_expert,mobile,18-24,Germany,level_test,exam
U00377,2026-03-09 09:18:00,Google Ads,ga_search_english_course,mobile,18-24,Switzerland,level_test,school_university
U00378,2026-03-26 15:22:00,TikTok,tt_short_lessons,mobile,18-24,Germany,level_test,relocation
U00379,2026-03-27 21:39:00,YouTube,yt_teacher_expert,desktop,25-34,Poland,grammar_materials,career
U00380,2026-03-26 22:19:00,TikTok,tt_short_lessons,mobile,45+,Germany,pricing,relocation
U00381,2026-01-12 16:49:00,Google Ads,ga_brand,mobile,25-34,Germany,level_test,career
U00382,2026-02-01 13:18:00,Telegram,tg_webinar_invite,mobile,35-44,Germany,level_test,relocation
U00383,2026-03-12 16:02:00,Google Ads,ga_competitor,mobile,25-34,Germany,pricing,relocation
U00384,2026-02-14 21:14:00,Google Ads,ga_search_english_course,mobile,25-34,Germany,speaking_club,conversation
U00385,2026-02-16 22:51:00,Google Ads,ga_competitor,tablet,18-24,Germany,pricing,career
U00386,2026-01-29 22:16:00,TikTok,tt_discount_challenge,tablet,25-34,Austria,grammar_materials,exam
U00387,2026-01-07 21:51:00,YouTube,yt_pre_roll,mobile,35-44,Germany,level_test,relocation
U00388,2026-01-22 10:55:00,Instagram,ig_reels_beginner,mobile,25-34,Austria,pricing,conversation
U00389,2026-02-16 14:09:00,Google Ads,ga_search_english_course,desktop,25-34,Austria,level_test,travel
U00390,2026-02-16 07:28:00,YouTube,yt_long_form,mobile,18-24,Switzerland,speaking_club,career
U00391,2026-02-23 19:56:00,Telegram,tg_community_native,desktop,25-34,Germany,pricing,conversation
U00392,2026-01-12 16:33:00,YouTube,yt_pre_roll,mobile,35-44,Germany,grammar_materials,exam
U00393,2026-01-15 08:53:00,TikTok,tt_discount_challenge,mobile,25-34,Germany,level_test,relocation
U00394,2026-03-22 14:22:00,Partner Referral,partner_creator,mobile,35-44,Switzerland,trial_lesson,career
U00395,2026-02-21 19:55:00,TikTok,tt_discount_challenge,mobile,25-34,Germany,trial_lesson,school_university
U00396,2026-03-04 21:08:00,Instagram,ig_reels_beginner,tablet,25-34,Germany,pricing,travel
U00397,2026-02-07 08:33:00,Instagram,ig_lookalike_students,mobile,25-34,Other EU,level_test,exam
U00398,2026-02-18 22:53:00,YouTube,yt_teacher_expert,desktop,25-34,Austria,trial_lesson,exam
U00399,2026-02-09 10:41:00,YouTube,yt_long_form,mobile,18-24,Germany,trial_lesson,career
U00400,2026-02-05 13:15:00,Instagram,ig_reels_beginner,desktop,35-44,Germany,level_test,exam
U00401,2026-01-24 07:45:00,Instagram,ig_story_discount,mobile,25-34,Germany,level_test,travel
U00402,2026-03-01 20:04:00,TikTok,tt_short_lessons,mobile,18-24,Germany,grammar_materials,career
U00403,2026-02-08 20:28:00,YouTube,yt_pre_roll,mobile,35-44,Germany,speaking_club,travel
U00404,2026-02-27 08:00:00,TikTok,tt_discount_challenge,desktop,45+,Germany,pricing,career
U00405,2026-01-28 16:02:00,TikTok,tt_discount_challenge,mobile,25-34,Germany,level_test,relocation
U00406,2026-03-20 17:56:00,Telegram,tg_channel_post,desktop,25-34,Germany,pricing,travel
U00407,2026-02-22 22:48:00,Instagram,ig_reels_beginner,mobile,18-24,Poland,pricing,exam
U00408,2026-03-18 18:24:00,Instagram,ig_story_discount,mobile,35-44,Germany,level_test,exam
U00409,2026-03-20 16:51:00,TikTok,tt_viral_test,desktop,18-24,Germany,level_test,travel
U00410,2026-02-20 10:55:00,Instagram,ig_lookalike_students,mobile,25-34,Germany,level_test,relocation
U00411,2026-02-05 13:54:00,Telegram,tg_webinar_invite,mobile,45+,Germany,trial_lesson,career
U00412,2026-02-05 10:43:00,TikTok,tt_short_lessons,mobile,25-34,Germany,level_test,relocation
U00413,2026-01-11 07:47:00,TikTok,tt_short_lessons,mobile,25-34,Other EU,speaking_club,career
U00414,2026-01-14 22:15:00,Telegram,tg_channel_post,tablet,35-44,Switzerland,trial_lesson,career
U00415,2026-02-10 09:50:00,Partner Referral,partner_hr_benefit,mobile,45+,Germany,level_test,relocation
U00416,2026-01-04 21:33:00,TikTok,tt_discount_challenge,mobile,18-24,Germany,trial_lesson,career
U00417,2026-02-09 11:09:00,Partner Referral,partner_hr_benefit,mobile,35-44,Germany,speaking_club,exam
U00418,2026-01-09 17:12:00,Google Ads,ga_brand,desktop,35-44,Other EU,trial_lesson,travel
U00419,2026-01-14 21:56:00,TikTok,tt_viral_test,desktop,18-24,Germany,level_test,career
U00420,2026-02-18 13:25:00,Google Ads,ga_search_english_course,mobile,45+,Germany,level_test,career
U00421,2026-01-23 14:56:00,Instagram,ig_story_discount,mobile,18-24,Switzerland,level_test,career
U00422,2026-03-26 12:33:00,TikTok,tt_short_lessons,tablet,45+,Poland,grammar_materials,career
U00423,2026-02-10 20:40:00,TikTok,tt_short_lessons,mobile,18-24,Germany,level_test,exam
U00424,2026-03-02 09:10:00,Instagram,ig_reels_beginner,mobile,25-34,Germany,trial_lesson,exam
U00425,2026-01-05 13:14:00,Google Ads,ga_competitor,desktop,25-34,Germany,level_test,travel
U00426,2026-02-15 09:18:00,TikTok,tt_viral_test,desktop,25-34,Germany,grammar_materials,school_university
U00427,2026-02-08 16:52:00,Partner Referral,partner_blog,mobile,45+,Other EU,grammar_materials,conversation
U00428,2026-01-30 13:30:00,Telegram,tg_channel_post,mobile,25-34,Germany,trial_lesson,conversation
U00429,2026-02-08 17:37:00,Google Ads,ga_competitor,mobile,35-44,Poland,level_test,school_university
U00430,2026-01-09 19:12:00,Instagram,ig_story_discount,mobile,18-24,Other EU,pricing,travel
U00431,2026-01-15 11:34:00,TikTok,tt_viral_test,mobile,25-34,Germany,speaking_club,career
U00432,2026-01-19 21:04:00,TikTok,tt_viral_test,desktop,25-34,Germany,level_test,exam
U00433,2026-03-20 12:26:00,Google Ads,ga_search_english_course,mobile,45+,Austria,trial_lesson,conversation
U00434,2026-01-09 13:58:00,YouTube,yt_long_form,mobile,45+,Germany,speaking_club,career
U00435,2026-02-21 13:25:00,TikTok,tt_short_lessons,mobile,18-24,Germany,level_test,relocation
U00436,2026-01-21 12:53:00,Instagram,ig_story_discount,mobile,18-24,Germany,trial_lesson,travel
U00437,2026-03-26 10:24:00,Telegram,tg_webinar_invite,desktop,25-34,Germany,level_test,travel
U00438,2026-03-29 09:14:00,TikTok,tt_viral_test,tablet,18-24,Switzerland,pricing,relocation
U00439,2026-01-14 18:20:00,Instagram,ig_reels_beginner,mobile,25-34,Germany,level_test,travel
U00440,2026-02-22 16:49:00,Instagram,ig_reels_beginner,mobile,45+,Germany,trial_lesson,school_university
U00441,2026-01-18 17:11:00,Partner Referral,partner_creator,mobile,45+,Germany,grammar_materials,exam
U00442,2026-01-16 16:15:00,TikTok,tt_discount_challenge,desktop,25-34,Germany,level_test,travel
U00443,2026-02-12 11:17:00,Partner Referral,partner_creator,mobile,35-44,Germany,grammar_materials,travel
U00444,2026-03-04 09:12:00,YouTube,yt_pre_roll,mobile,45+,Other EU,level_test,career
U00445,2026-02-06 21:40:00,YouTube,yt_teacher_expert,mobile,35-44,Germany,speaking_club,travel
U00446,2026-02-12 11:45:00,YouTube,yt_pre_roll,mobile,18-24,Germany,level_test,exam
U00447,2026-02-09 09:26:00,TikTok,tt_short_lessons,desktop,45+,Germany,speaking_club,career
U00448,2026-03-07 22:40:00,Google Ads,ga_search_english_course,desktop,35-44,Germany,speaking_club,relocation
U00449,2026-03-17 09:33:00,Partner Referral,partner_hr_benefit,desktop,45+,Germany,trial_lesson,relocation
U00450,2026-03-04 07:06:00,Instagram,ig_reels_beginner,mobile,25-34,Germany,pricing,relocation
U00451,2026-02-26 10:55:00,Partner Referral,partner_hr_benefit,mobile,18-24,Germany,level_test,career
U00452,2026-02-10 14:23:00,Google Ads,ga_search_english_course,desktop,25-34,Germany,level_test,travel
U00453,2026-01-04 10:55:00,Telegram,tg_channel_post,mobile,45+,Austria,level_test,travel
U00454,2026-03-23 17:01:00,Google Ads,ga_brand,desktop,45+,Other EU,pricing,relocation
U00455,2026-03-31 10:46:00,Partner Referral,partner_creator,mobile,35-44,Germany,grammar_materials,conversation
U00456,2026-03-26 14:15:00,Partner Referral,partner_hr_benefit,mobile,35-44,Germany,level_test,travel
U00457,2026-01-18 22:05:00,Google Ads,ga_competitor,desktop,25-34,Germany,trial_lesson,school_university
U00458,2026-01-01 16:03:00,TikTok,tt_discount_challenge,mobile,18-24,Germany,trial_lesson,conversation
U00459,2026-02-28 17:09:00,TikTok,tt_discount_challenge,desktop,18-24,Germany,pricing,career
U00460,2026-03-18 17:19:00,Telegram,tg_channel_post,mobile,35-44,Germany,grammar_materials,exam
U00461,2026-03-31 08:59:00,Telegram,tg_channel_post,desktop,25-34,Germany,level_test,school_university
U00462,2026-02-24 22:22:00,YouTube,yt_teacher_expert,desktop,25-34,Germany,level_test,relocation
U00463,2026-02-08 21:41:00,Telegram,tg_webinar_invite,mobile,18-24,Germany,level_test,career
U00464,2026-02-15 22:11:00,Partner Referral,partner_blog,tablet,25-34,Germany,level_test,travel
U00465,2026-03-04 14:01:00,Instagram,ig_reels_beginner,mobile,45+,Germany,pricing,career
U00466,2026-03-31 07:25:00,YouTube,yt_teacher_expert,mobile,25-34,Switzerland,trial_lesson,exam
U00467,2026-03-13 21:51:00,Google Ads,ga_brand,mobile,18-24,Germany,pricing,career
U00468,2026-03-26 07:15:00,YouTube,yt_teacher_expert,mobile,45+,Germany,grammar_materials,relocation
U00469,2026-03-19 13:44:00,YouTube,yt_teacher_expert,mobile,35-44,Germany,level_test,travel
U00470,2026-02-05 11:46:00,Instagram,ig_story_discount,mobile,18-24,Germany,level_test,conversation
U00471,2026-02-17 12:26:00,Google Ads,ga_brand,desktop,25-34,Austria,level_test,school_university
U00472,2026-01-29 15:00:00,Google Ads,ga_brand,mobile,45+,Germany,speaking_club,conversation
U00473,2026-01-13 18:44:00,Telegram,tg_community_native,mobile,25-34,Germany,level_test,career
U00474,2026-03-03 11:16:00,YouTube,yt_teacher_expert,mobile,25-34,Germany,level_test,travel
U00475,2026-02-23 21:11:00,TikTok,tt_discount_challenge,mobile,18-24,Germany,level_test,school_university
U00476,2026-01-12 16:26:00,TikTok,tt_discount_challenge,desktop,35-44,Germany,level_test,career
U00477,2026-03-03 22:32:00,Partner Referral,partner_blog,desktop,35-44,Germany,level_test,career
U00478,2026-02-13 14:53:00,TikTok,tt_viral_test,mobile,25-34,Germany,level_test,travel
U00479,2026-03-01 22:03:00,YouTube,yt_pre_roll,mobile,35-44,Germany,level_test,career
U00480,2026-03-10 15:06:00,TikTok,tt_viral_test,tablet,25-34,Germany,level_test,conversation
U00481,2026-02-19 11:07:00,YouTube,yt_long_form,tablet,35-44,Germany,level_test,career
U00482,2026-03-06 12:12:00,Telegram,tg_webinar_invite,tablet,35-44,Germany,level_test,career
U00483,2026-01-07 19:26:00,YouTube,yt_pre_roll,mobile,35-44,Other EU,level_test,travel
U00484,2026-02-06 22:17:00,Google Ads,ga_brand,desktop,18-24,Germany,speaking_club,travel
U00485,2026-03-19 10:02:00,Instagram,ig_lookalike_students,mobile,35-44,Germany,level_test,relocation
U00486,2026-01-20 08:08:00,Instagram,ig_lookalike_students,mobile,25-34,Germany,grammar_materials,conversation
U00487,2026-01-16 20:04:00,TikTok,tt_discount_challenge,mobile,25-34,Other EU,grammar_materials,career
U00488,2026-03-30 13:47:00,Partner Referral,partner_blog,desktop,25-34,Germany,trial_lesson,career
U00489,2026-02-04 10:10:00,TikTok,tt_discount_challenge,mobile,25-34,Germany,pricing,school_university
U00490,2026-01-18 20:57:00,Telegram,tg_community_native,mobile,25-34,Germany,grammar_materials,conversation
U00491,2026-02-02 13:52:00,TikTok,tt_discount_challenge,mobile,18-24,Germany,pricing,conversation
U00492,2026-02-20 13:04:00,TikTok,tt_viral_test,mobile,18-24,Germany,pricing,travel
U00493,2026-02-01 09:17:00,Partner Referral,partner_blog,mobile,35-44,Germany,speaking_club,school_university
U00494,2026-02-09 17:30:00,TikTok,tt_viral_test,mobile,18-24,Germany,pricing,career
U00495,2026-01-15 22:10:00,Google Ads,ga_competitor,tablet,25-34,Other EU,level_test,career
U00496,2026-03-26 18:59:00,TikTok,tt_short_lessons,mobile,35-44,Austria,grammar_materials,conversation
U00497,2026-01-09 10:36:00,Google Ads,ga_search_english_course,mobile,35-44,Germany,level_test,career
U00498,2026-03-10 14:24:00,YouTube,yt_teacher_expert,mobile,35-44,Germany,grammar_materials,conversation
U00499,2026-02-16 11:18:00,Instagram,ig_story_discount,mobile,35-44,Germany,speaking_club,travel
U00500,2026-03-26 09:30:00,Instagram,ig_reels_beginner,desktop,35-44,Germany,level_test,career
U00501,2026-01-18 16:30:00,Google Ads,ga_search_english_course,mobile,25-34,Austria,pricing,travel
U00502,2026-01-28 19:39:00,Partner Referral,partner_blog,mobile,25-34,Switzerland,speaking_club,exam
U00503,2026-02-09 13:35:00,Instagram,ig_reels_beginner,mobile,35-44,Germany,level_test,exam
U00504,2026-03-17 08:18:00,Google Ads,ga_search_english_course,mobile,35-44,Germany,pricing,school_university
U00505,2026-03-19 17:28:00,YouTube,yt_long_form,desktop,25-34,Germany,grammar_materials,travel
U00506,2026-03-19 09:09:00,Instagram,ig_lookalike_students,mobile,45+,Germany,level_test,conversation
U00507,2026-01-13 21:20:00,Telegram,tg_community_native,mobile,25-34,Germany,trial_lesson,travel
U00508,2026-01-16 22:02:00,TikTok,tt_viral_test,mobile,18-24,Germany,pricing,relocation
U00509,2026-02-27 15:56:00,Google Ads,ga_competitor,desktop,35-44,Germany,pricing,conversation
U00510,2026-03-24 21:06:00,TikTok,tt_short_lessons,mobile,25-34,Poland,speaking_club,conversation
U00511,2026-01-15 15:29:00,Google Ads,ga_search_english_course,mobile,18-24,Germany,pricing,travel
U00512,2026-01-03 20:17:00,Instagram,ig_reels_beginner,mobile,18-24,Germany,level_test,career
U00513,2026-03-02 12:44:00,Partner Referral,partner_hr_benefit,mobile,45+,Germany,grammar_materials,exam
U00514,2026-01-02 11:57:00,Google Ads,ga_search_english_course,mobile,18-24,Poland,level_test,school_university
U00515,2026-02-27 10:02:00,Telegram,tg_webinar_invite,mobile,45+,Germany,trial_lesson,career
U00516,2026-01-03 16:57:00,Instagram,ig_story_discount,mobile,35-44,Germany,trial_lesson,school_university
U00517,2026-01-23 12:34:00,TikTok,tt_short_lessons,mobile,18-24,Germany,pricing,relocation
U00518,2026-01-14 09:41:00,Instagram,ig_reels_beginner,mobile,35-44,Germany,pricing,relocation
U00519,2026-02-03 16:53:00,TikTok,tt_discount_challenge,desktop,35-44,Germany,level_test,conversation
U00520,2026-02-12 12:36:00,Google Ads,ga_search_english_course,tablet,25-34,Other EU,level_test,relocation
U00521,2026-02-19 12:25:00,Instagram,ig_lookalike_students,desktop,25-34,Germany,level_test,conversation
U00522,2026-01-27 09:05:00,Instagram,ig_story_discount,mobile,18-24,Austria,level_test,relocation
U00523,2026-01-17 21:40:00,Instagram,ig_lookalike_students,mobile,25-34,Germany,grammar_materials,travel
U00524,2026-03-22 07:40:00,TikTok,tt_viral_test,tablet,35-44,Germany,speaking_club,career
U00525,2026-03-04 07:26:00,Instagram,ig_reels_beginner,mobile,45+,Germany,pricing,travel
U00526,2026-01-23 08:07:00,Instagram,ig_reels_beginner,tablet,45+,Germany,pricing,exam
U00527,2026-02-16 10:57:00,Google Ads,ga_brand,mobile,25-34,Germany,pricing,school_university
U00528,2026-03-17 16:10:00,TikTok,tt_discount_challenge,desktop,45+,Germany,grammar_materials,travel
U00529,2026-01-26 18:23:00,YouTube,yt_teacher_expert,desktop,35-44,Germany,grammar_materials,school_university
U00530,2026-02-12 13:29:00,TikTok,tt_viral_test,mobile,18-24,Germany,level_test,travel
U00531,2026-01-10 20:43:00,Telegram,tg_webinar_invite,desktop,25-34,Germany,level_test,conversation
U00532,2026-03-18 17:37:00,Instagram,ig_reels_beginner,mobile,25-34,Germany,pricing,conversation
U00533,2026-02-08 15:20:00,TikTok,tt_short_lessons,desktop,18-24,Germany,level_test,relocation
U00534,2026-02-17 10:01:00,Telegram,tg_channel_post,mobile,35-44,Germany,speaking_club,conversation
U00535,2026-01-06 10:03:00,Telegram,tg_community_native,tablet,18-24,Germany,pricing,conversation
U00536,2026-03-27 10:33:00,TikTok,tt_short_lessons,mobile,25-34,Germany,speaking_club,travel
U00537,2026-03-26 13:44:00,TikTok,tt_viral_test,mobile,45+,Germany,level_test,career
U00538,2026-03-25 11:54:00,TikTok,tt_short_lessons,mobile,35-44,Germany,level_test,school_university
U00539,2026-03-24 10:09:00,Partner Referral,partner_creator,mobile,18-24,Germany,level_test,exam
U00540,2026-03-05 20:06:00,TikTok,tt_discount_challenge,desktop,25-34,Other EU,level_test,career
U00541,2026-01-13 14:46:00,TikTok,tt_short_lessons,desktop,25-34,Germany,level_test,career
U00542,2026-03-06 22:47:00,Instagram,ig_reels_beginner,mobile,35-44,Germany,level_test,career
U00543,2026-01-06 07:36:00,TikTok,tt_viral_test,desktop,18-24,Germany,trial_lesson,conversation
