event_id,user_id,event_time,event_name,step_order,acquisition_channel,campaign
E000611,U00165,2026-03-26 19:37:00,site_visit,1,Partner Referral,partner_hr_benefit
E000612,U00166,2026-03-30 18:14:00,site_visit,1,Instagram,ig_lookalike_students
E000613,U00166,2026-03-30 18:15:00,pricing_page_view,1,Instagram,ig_lookalike_students
E000614,U00167,2026-01-05 12:38:00,site_visit,1,TikTok,tt_discount_challenge
E000615,U00167,2026-01-05 12:44:00,test_started,2,TikTok,tt_discount_challenge
E000616,U00167,2026-01-05 13:02:00,test_completed,3,TikTok,tt_discount_challenge
E000617,U00168,2026-02-27 07:16:00,site_visit,1,YouTube,yt_teacher_expert
E000618,U00168,2026-02-27 07:31:00,pricing_page_view,1,YouTube,yt_teacher_expert
E000619,U00169,2026-02-18 18:34:00,site_visit,1,Telegram,tg_community_native
E000620,U00169,2026-02-18 18:38:00,test_started,2,Telegram,tg_community_native
E000621,U00169,2026-02-18 18:56:00,test_completed,3,Telegram,tg_community_native
E000622,U00169,2026-02-18 20:28:00,registration,4,Telegram,tg_community_native
E000623,U00169,2026-02-20 19:28:00,trial_booked,5,Telegram,tg_community_native
E000624,U00169,2026-02-21 10:28:00,plan_selected,7,Telegram,tg_community_native
E000625,U00170,2026-01-21 08:06:00,site_visit,1,YouTube,yt_teacher_expert
E000626,U00170,2026-01-21 08:35:00,registration,4,YouTube,yt_teacher_expert
E000627,U00170,2026-01-22 16:35:00,trial_booked,5,YouTube,yt_teacher_expert
E000628,U00170,2026-01-26 00:35:00,trial_attended,6,YouTube,yt_teacher_expert
E000629,U00171,2026-03-22 22:12:00,site_visit,1,TikTok,tt_discount_challenge
E000630,U00171,2026-03-22 22:25:00,pricing_page_view,1,TikTok,tt_discount_challenge
E000631,U00172,2026-03-11 19:11:00,site_visit,1,TikTok,tt_discount_challenge
E000632,U00173,2026-03-27 10:05:00,site_visit,1,Instagram,ig_lookalike_students
E000633,U00173,2026-03-27 10:18:00,pricing_page_view,1,Instagram,ig_lookalike_students
E000634,U00174,2026-03-15 14:30:00,site_visit,1,YouTube,yt_teacher_expert
E000635,U00174,2026-03-15 15:11:00,test_started,2,YouTube,yt_teacher_expert
E000636,U00174,2026-03-15 15:43:00,test_completed,3,YouTube,yt_teacher_expert
E000637,U00174,2026-03-15 16:37:00,registration,4,YouTube,yt_teacher_expert
E000638,U00174,2026-03-17 12:37:00,trial_booked,5,YouTube,yt_teacher_expert
E000639,U00174,2026-03-20 05:37:00,trial_attended,6,YouTube,yt_teacher_expert
E000640,U00174,2026-03-16 01:37:00,plan_selected,7,YouTube,yt_teacher_expert
E000641,U00175,2026-02-28 07:50:00,site_visit,1,Telegram,tg_webinar_invite
E000642,U00175,2026-02-28 07:58:00,test_started,2,Telegram,tg_webinar_invite
E000643,U00175,2026-02-28 08:24:00,test_completed,3,Telegram,tg_webinar_invite
E000644,U00175,2026-02-28 10:46:00,registration,4,Telegram,tg_webinar_invite
E000645,U00176,2026-03-04 22:02:00,site_visit,1,TikTok,tt_discount_challenge
E000646,U00177,2026-02-04 18:01:00,site_visit,1,Instagram,ig_story_discount
E000647,U00177,2026-02-04 19:22:00,registration,4,Instagram,ig_story_discount
E000648,U00178,2026-02-23 09:12:00,site_visit,1,Telegram,tg_community_native
E000649,U00178,2026-02-23 09:24:00,test_started,2,Telegram,tg_community_native
E000650,U00178,2026-02-23 09:54:00,test_completed,3,Telegram,tg_community_native
E000651,U00179,2026-01-26 08:15:00,site_visit,1,Instagram,ig_reels_beginner
E000652,U00179,2026-01-26 08:24:00,test_started,2,Instagram,ig_reels_beginner
E000653,U00179,2026-01-26 08:39:00,test_completed,3,Instagram,ig_reels_beginner
E000654,U00180,2026-03-17 18:22:00,site_visit,1,Instagram,ig_story_discount
E000655,U00180,2026-03-17 19:00:00,test_started,2,Instagram,ig_story_discount
E000656,U00180,2026-03-17 19:14:00,test_completed,3,Instagram,ig_story_discount
E000657,U00180,2026-03-17 21:03:00,registration,4,Instagram,ig_story_discount
E000658,U00180,2026-03-19 17:03:00,trial_booked,5,Instagram,ig_story_discount
E000659,U00181,2026-01-29 15:38:00,site_visit,1,Instagram,ig_reels_beginner
E000660,U00181,2026-01-29 15:56:00,test_started,2,Instagram,ig_reels_beginner
E000661,U00181,2026-01-29 16:13:00,test_completed,3,Instagram,ig_reels_beginner
E000662,U00182,2026-01-01 18:35:00,site_visit,1,TikTok,tt_viral_test
E000663,U00183,2026-03-25 16:12:00,site_visit,1,TikTok,tt_discount_challenge
E000664,U00184,2026-03-05 16:16:00,site_visit,1,Google Ads,ga_competitor
E000665,U00184,2026-03-05 16:32:00,test_started,2,Google Ads,ga_competitor
E000666,U00184,2026-03-05 17:00:00,test_completed,3,Google Ads,ga_competitor
E000667,U00184,2026-03-05 17:48:00,registration,4,Google Ads,ga_competitor
E000668,U00185,2026-03-02 11:47:00,site_visit,1,Instagram,ig_reels_beginner
E000669,U00185,2026-03-02 12:11:00,test_started,2,Instagram,ig_reels_beginner
E000670,U00185,2026-03-02 12:46:00,test_completed,3,Instagram,ig_reels_beginner
E000671,U00186,2026-03-16 16:29:00,site_visit,1,TikTok,tt_short_lessons
E000672,U00186,2026-03-16 16:36:00,pricing_page_view,1,TikTok,tt_short_lessons
E000673,U00187,2026-02-22 08:55:00,site_visit,1,TikTok,tt_short_lessons
E000674,U00187,2026-02-22 09:17:00,test_started,2,TikTok,tt_short_lessons
E000675,U00187,2026-02-22 09:42:00,registration,4,TikTok,tt_short_lessons
E000676,U00188,2026-01-08 07:28:00,site_visit,1,Instagram,ig_lookalike_students
E000677,U00188,2026-01-08 08:09:00,test_started,2,Instagram,ig_lookalike_students
E000678,U00188,2026-01-08 08:30:00,test_completed,3,Instagram,ig_lookalike_students
E000679,U00188,2026-01-08 09:26:00,registration,4,Instagram,ig_lookalike_students
E000680,U00189,2026-01-25 07:43:00,site_visit,1,Telegram,tg_webinar_invite
E000681,U00189,2026-01-25 08:00:00,pricing_page_view,1,Telegram,tg_webinar_invite
E000682,U00189,2026-01-25 07:55:00,test_started,2,Telegram,tg_webinar_invite
E000683,U00189,2026-01-25 08:04:00,test_completed,3,Telegram,tg_webinar_invite
E000684,U00189,2026-01-25 10:22:00,registration,4,Telegram,tg_webinar_invite
E000685,U00189,2026-01-26 04:22:00,plan_selected,7,Telegram,tg_webinar_invite
E000686,U00190,2026-01-03 14:14:00,site_visit,1,Instagram,ig_story_discount
E000687,U00190,2026-01-03 17:02:00,registration,4,Instagram,ig_story_discount
E000688,U00190,2026-01-03 21:02:00,trial_booked,5,Instagram,ig_story_discount
E000689,U00190,2026-01-05 15:02:00,trial_attended,6,Instagram,ig_story_discount
E000690,U00191,2026-03-30 10:26:00,site_visit,1,Telegram,tg_channel_post
E000691,U00191,2026-03-30 10:54:00,test_started,2,Telegram,tg_channel_post
E000692,U00191,2026-03-30 11:23:00,test_completed,3,Telegram,tg_channel_post
E000693,U00191,2026-03-30 11:54:00,registration,4,Telegram,tg_channel_post
E000694,U00191,2026-03-31 06:54:00,trial_booked,5,Telegram,tg_channel_post
E000695,U00192,2026-02-03 13:22:00,site_visit,1,Instagram,ig_reels_beginner
E000696,U00192,2026-02-03 13:24:00,test_started,2,Instagram,ig_reels_beginner
E000697,U00192,2026-02-03 13:34:00,test_completed,3,Instagram,ig_reels_beginner
E000698,U00193,2026-01-12 09:46:00,site_visit,1,Google Ads,ga_brand
E000699,U00193,2026-01-12 09:59:00,test_started,2,Google Ads,ga_brand
E000700,U00193,2026-01-12 10:34:00,test_completed,3,Google Ads,ga_brand
E000701,U00193,2026-01-12 11:03:00,registration,4,Google Ads,ga_brand
E000702,U00194,2026-03-26 12:21:00,site_visit,1,Instagram,ig_reels_beginner
E000703,U00194,2026-03-26 12:48:00,test_started,2,Instagram,ig_reels_beginner
E000704,U00194,2026-03-26 13:10:00,test_completed,3,Instagram,ig_reels_beginner
E000705,U00194,2026-03-26 15:17:00,registration,4,Instagram,ig_reels_beginner
E000706,U00195,2026-01-17 08:54:00,site_visit,1,Google Ads,ga_brand
E000707,U00195,2026-01-17 09:07:00,pricing_page_view,1,Google Ads,ga_brand
E000708,U00196,2026-01-17 22:58:00,site_visit,1,Telegram,tg_webinar_invite
E000709,U00196,2026-01-17 23:15:00,pricing_page_view,1,Telegram,tg_webinar_invite
E000710,U00196,2026-01-17 23:36:00,test_started,2,Telegram,tg_webinar_invite
E000711,U00196,2026-01-17 23:51:00,test_completed,3,Telegram,tg_webinar_invite
E000712,U00196,2026-01-18 02:34:00,registration,4,Telegram,tg_webinar_invite
E000713,U00196,2026-01-18 18:34:00,trial_booked,5,Telegram,tg_webinar_invite
E000714,U00196,2026-01-23 04:34:00,trial_attended,6,Telegram,tg_webinar_invite
E000715,U00197,2026-01-07 07:41:00,site_visit,1,YouTube,yt_long_form
E000716,U00197,2026-01-07 08:04:00,test_started,2,YouTube,yt_long_form
E000717,U00197,2026-01-07 09:06:00,registration,4,YouTube,yt_long_form
E000718,U00198,2026-02-28 21:51:00,site_visit,1,Telegram,tg_channel_post
E000719,U00198,2026-02-28 22:18:00,test_started,2,Telegram,tg_channel_post
E000720,U00198,2026-02-28 22:43:00,test_completed,3,Telegram,tg_channel_post
E000721,U00199,2026-03-23 16:56:00,site_visit,1,Google Ads,ga_competitor
E000722,U00199,2026-03-23 17:04:00,pricing_page_view,1,Google Ads,ga_competitor
E000723,U00199,2026-03-23 19:39:00,registration,4,Google Ads,ga_competitor
E000724,U00200,2026-01-15 10:48:00,site_visit,1,TikTok,tt_short_lessons
E000725,U00200,2026-01-15 10:56:00,test_started,2,TikTok,tt_short_lessons
E000726,U00200,2026-01-15 11:09:00,test_completed,3,TikTok,tt_short_lessons
E000727,U00200,2026-01-15 12:19:00,registration,4,TikTok,tt_short_lessons
E000728,U00200,2026-01-17 15:19:00,plan_selected,7,TikTok,tt_short_lessons
E000729,U00201,2026-01-06 10:49:00,site_visit,1,TikTok,tt_short_lessons
E000730,U00201,2026-01-06 10:51:00,pricing_page_view,1,TikTok,tt_short_lessons
E000731,U00202,2026-01-23 12:46:00,site_visit,1,YouTube,yt_long_form
E000732,U00202,2026-01-23 13:26:00,test_started,2,YouTube,yt_long_form
E000733,U00202,2026-01-23 13:58:00,test_completed,3,YouTube,yt_long_form
E000734,U00202,2026-01-23 15:30:00,registration,4,YouTube,yt_long_form
E000735,U00202,2026-01-24 09:30:00,plan_selected,7,YouTube,yt_long_form
E000736,U00203,2026-03-12 17:45:00,site_visit,1,YouTube,yt_long_form
E000737,U00203,2026-03-12 20:36:00,registration,4,YouTube,yt_long_form
E000738,U00203,2026-03-15 18:36:00,plan_selected,7,YouTube,yt_long_form
E000739,U00203,2026-03-15 19:26:00,payment_failed,8,YouTube,yt_long_form
E000740,U00204,2026-03-15 20:43:00,site_visit,1,YouTube,yt_long_form
E000741,U00204,2026-03-15 20:54:00,test_started,2,YouTube,yt_long_form
E000742,U00204,2026-03-15 21:03:00,test_completed,3,YouTube,yt_long_form
E000743,U00204,2026-03-15 22:12:00,registration,4,YouTube,yt_long_form
E000744,U00204,2026-03-16 17:12:00,trial_booked,5,YouTube,yt_long_form
E000745,U00204,2026-03-22 01:12:00,trial_attended,6,YouTube,yt_long_form
E000746,U00204,2026-03-18 08:12:00,plan_selected,7,YouTube,yt_long_form
E000747,U00205,2026-03-24 19:15:00,site_visit,1,Telegram,tg_webinar_invite
E000748,U00205,2026-03-24 20:00:00,test_started,2,Telegram,tg_webinar_invite
E000749,U00205,2026-03-24 20:25:00,test_completed,3,Telegram,tg_webinar_invite
E000750,U00205,2026-03-24 21:21:00,registration,4,Telegram,tg_webinar_invite
E000751,U00205,2026-03-26 02:21:00,trial_booked,5,Telegram,tg_webinar_invite
E000752,U00205,2026-03-29 19:21:00,trial_attended,6,Telegram,tg_webinar_invite
E000753,U00206,2026-01-25 16:28:00,site_visit,1,YouTube,yt_long_form
E000754,U00206,2026-01-25 17:05:00,test_started,2,YouTube,yt_long_form
E000755,U00206,2026-01-25 17:18:00,test_completed,3,YouTube,yt_long_form
E000756,U00207,2026-02-11 08:49:00,site_visit,1,Instagram,ig_reels_beginner
E000757,U00207,2026-02-11 09:50:00,registration,4,Instagram,ig_reels_beginner
E000758,U00208,2026-02-23 19:05:00,site_visit,1,Google Ads,ga_brand
E000759,U00209,2026-01-02 10:42:00,site_visit,1,YouTube,yt_long_form
E000760,U00209,2026-01-02 10:53:00,pricing_page_view,1,YouTube,yt_long_form
E000761,U00209,2026-01-02 10:51:00,test_started,2,YouTube,yt_long_form
E000762,U00209,2026-01-02 11:16:00,test_completed,3,YouTube,yt_long_form
E000763,U00209,2026-01-02 13:33:00,registration,4,YouTube,yt_long_form
E000764,U00209,2026-01-05 07:33:00,plan_selected,7,YouTube,yt_long_form
E000765,U00209,2026-01-05 09:01:00,payment_success,8,YouTube,yt_long_form
E000766,U00210,2026-01-22 07:40:00,site_visit,1,YouTube,yt_pre_roll
E000767,U00210,2026-01-22 07:58:00,pricing_page_view,1,YouTube,yt_pre_roll
E000768,U00211,2026-03-24 09:47:00,site_visit,1,Google Ads,ga_search_english_course
E000769,U00211,2026-03-24 09:56:00,pricing_page_view,1,Google Ads,ga_search_english_course
E000770,U00211,2026-03-24 10:25:00,test_started,2,Google Ads,ga_search_english_course
E000771,U00211,2026-03-24 10:41:00,test_completed,3,Google Ads,ga_search_english_course
E000772,U00211,2026-03-24 12:25:00,registration,4,Google Ads,ga_search_english_course
E000773,U00212,2026-01-09 08:44:00,site_visit,1,Google Ads,ga_competitor
E000774,U00212,2026-01-09 09:14:00,test_started,2,Google Ads,ga_competitor
E000775,U00212,2026-01-09 09:48:00,test_completed,3,Google Ads,ga_competitor
E000776,U00212,2026-01-09 12:09:00,registration,4,Google Ads,ga_competitor
E000777,U00212,2026-01-10 23:09:00,trial_booked,5,Google Ads,ga_competitor
E000778,U00212,2026-01-13 11:09:00,trial_attended,6,Google Ads,ga_competitor
E000779,U00213,2026-03-24 18:00:00,site_visit,1,Partner Referral,partner_creator
E000780,U00213,2026-03-24 19:33:00,registration,4,Partner Referral,partner_creator
E000781,U00213,2026-03-26 04:33:00,trial_booked,5,Partner Referral,partner_creator
E000782,U00214,2026-01-25 10:11:00,site_visit,1,YouTube,yt_teacher_expert
E000783,U00214,2026-01-25 10:17:00,test_started,2,YouTube,yt_teacher_expert
E000784,U00214,2026-01-25 10:27:00,test_completed,3,YouTube,yt_teacher_expert
E000785,U00215,2026-03-25 14:06:00,site_visit,1,TikTok,tt_discount_challenge
E000786,U00215,2026-03-25 16:36:00,registration,4,TikTok,tt_discount_challenge
E000787,U00216,2026-02-10 14:50:00,site_visit,1,TikTok,tt_viral_test
E000788,U00217,2026-03-04 10:11:00,site_visit,1,TikTok,tt_short_lessons
E000789,U00217,2026-03-04 10:14:00,pricing_page_view,1,TikTok,tt_short_lessons
E000790,U00218,2026-01-04 19:49:00,site_visit,1,Telegram,tg_webinar_invite
E000791,U00218,2026-01-04 20:51:00,registration,4,Telegram,tg_webinar_invite
E000792,U00219,2026-03-01 09:25:00,site_visit,1,Telegram,tg_channel_post
E000793,U00219,2026-03-01 10:10:00,registration,4,Telegram,tg_channel_post
E000794,U00219,2026-03-03 05:10:00,trial_booked,5,Telegram,tg_channel_post
E000795,U00219,2026-03-05 20:10:00,trial_attended,6,Telegram,tg_channel_post
E000796,U00220,2026-01-30 09:16:00,site_visit,1,Instagram,ig_story_discount
E000797,U00220,2026-01-30 09:20:00,test_started,2,Instagram,ig_story_discount
E000798,U00220,2026-01-30 09:48:00,test_completed,3,Instagram,ig_story_discount
E000799,U00221,2026-02-03 12:24:00,site_visit,1,YouTube,yt_teacher_expert
E000800,U00222,2026-03-04 22:56:00,site_visit,1,TikTok,tt_short_lessons
E000801,U00222,2026-03-04 23:09:00,test_started,2,TikTok,tt_short_lessons
E000802,U00222,2026-03-04 23:36:00,test_completed,3,TikTok,tt_short_lessons
E000803,U00223,2026-03-28 22:30:00,site_visit,1,Google Ads,ga_search_english_course
E000804,U00223,2026-03-28 23:12:00,test_started,2,Google Ads,ga_search_english_course
E000805,U00223,2026-03-28 23:38:00,test_completed,3,Google Ads,ga_search_english_course
E000806,U00223,2026-03-29 00:29:00,registration,4,Google Ads,ga_search_english_course
E000807,U00223,2026-03-29 03:29:00,plan_selected,7,Google Ads,ga_search_english_course
E000808,U00224,2026-02-27 22:55:00,site_visit,1,Partner Referral,partner_blog
E000809,U00224,2026-02-27 23:29:00,test_started,2,Partner Referral,partner_blog
E000810,U00224,2026-02-28 00:00:00,test_completed,3,Partner Referral,partner_blog
E000811,U00224,2026-02-28 01:41:00,registration,4,Partner Referral,partner_blog
E000812,U00224,2026-02-28 14:41:00,trial_booked,5,Partner Referral,partner_blog
E000813,U00224,2026-03-06 08:41:00,trial_attended,6,Partner Referral,partner_blog
E000814,U00224,2026-02-28 21:41:00,plan_selected,7,Partner Referral,partner_blog
E000815,U00224,2026-02-28 23:04:00,payment_success,8,Partner Referral,partner_blog
E000816,U00225,2026-03-06 10:05:00,site_visit,1,Telegram,tg_webinar_invite
E000817,U00226,2026-03-31 20:14:00,site_visit,1,TikTok,tt_viral_test
E000818,U00227,2026-03-03 14:58:00,site_visit,1,TikTok,tt_short_lessons
E000819,U00228,2026-02-18 13:44:00,site_visit,1,Instagram,ig_reels_beginner
E000820,U00228,2026-02-18 14:22:00,test_started,2,Instagram,ig_reels_beginner
E000821,U00228,2026-02-18 14:38:00,test_completed,3,Instagram,ig_reels_beginner
E000822,U00228,2026-02-18 15:35:00,registration,4,Instagram,ig_reels_beginner
E000823,U00228,2026-02-19 22:35:00,trial_booked,5,Instagram,ig_reels_beginner
E000824,U00229,2026-03-15 18:49:00,site_visit,1,TikTok,tt_short_lessons
E000825,U00229,2026-03-15 19:48:00,registration,4,TikTok,tt_short_lessons
E000826,U00230,2026-03-31 08:10:00,site_visit,1,Telegram,tg_webinar_invite
E000827,U00230,2026-03-31 08:28:00,test_started,2,Telegram,tg_webinar_invite
E000828,U00230,2026-03-31 08:38:00,test_completed,3,Telegram,tg_webinar_invite
E000829,U00230,2026-03-31 11:30:00,registration,4,Telegram,tg_webinar_invite
E000830,U00230,2026-04-02 02:30:00,trial_booked,5,Telegram,tg_webinar_invite
E000831,U00231,2026-01-26 16:12:00,site_visit,1,YouTube,yt_pre_roll
E000832,U00231,2026-01-26 16:20:00,pricing_page_view,1,YouTube,yt_pre_roll
E000833,U00231,2026-01-26 16:24:00,test_started,2,YouTube,yt_pre_roll
E000834,U00231,2026-01-26 16:40:00,test_completed,3,YouTube,yt_pre_roll
E000835,U00231,2026-01-26 18:26:00,registration,4,YouTube,yt_pre_roll
E000836,U00231,2026-01-26 19:26:00,trial_booked,5,YouTube,yt_pre_roll
E000837,U00231,2026-01-28 04:26:00,trial_attended,6,YouTube,yt_pre_roll
E000838,U00231,2026-01-29 18:26:00,plan_selected,7,YouTube,yt_pre_roll
E000839,U00231,2026-01-29 19:06:00,payment_success,8,YouTube,yt_pre_roll
E000840,U00232,2026-03-15 07:16:00,site_visit,1,TikTok,tt_short_lessons
E000841,U00232,2026-03-15 07:33:00,pricing_page_view,1,TikTok,tt_short_lessons
E000842,U00233,2026-02-02 21:24:00,site_visit,1,Telegram,tg_webinar_invite
E000843,U00233,2026-02-02 21:27:00,test_started,2,Telegram,tg_webinar_invite
E000844,U00233,2026-02-02 21:43:00,test_completed,3,Telegram,tg_webinar_invite
E000845,U00233,2026-02-02 22:46:00,registration,4,Telegram,tg_webinar_invite
E000846,U00233,2026-02-04 20:46:00,plan_selected,7,Telegram,tg_webinar_invite
E000847,U00233,2026-02-04 21:24:00,payment_success,8,Telegram,tg_webinar_invite
E000848,U00234,2026-02-13 09:35:00,site_visit,1,Instagram,ig_lookalike_students
E000849,U00235,2026-01-31 14:55:00,site_visit,1,YouTube,yt_pre_roll
E000850,U00235,2026-01-31 15:02:00,test_started,2,YouTube,yt_pre_roll
E000851,U00235,2026-01-31 15:31:00,test_completed,3,YouTube,yt_pre_roll
E000852,U00235,2026-01-31 17:54:00,registration,4,YouTube,yt_pre_roll
E000853,U00236,2026-03-05 15:31:00,site_visit,1,TikTok,tt_short_lessons
E000854,U00236,2026-03-05 15:48:00,pricing_page_view,1,TikTok,tt_short_lessons
E000855,U00237,2026-02-14 19:55:00,site_visit,1,YouTube,yt_long_form
E000856,U00237,2026-02-14 20:10:00,test_started,2,YouTube,yt_long_form
E000857,U00237,2026-02-14 20:21:00,test_completed,3,YouTube,yt_long_form
E000858,U00237,2026-02-14 21:26:00,registration,4,YouTube,yt_long_form
E000859,U00237,2026-02-15 19:26:00,trial_booked,5,YouTube,yt_long_form
E000860,U00237,2026-02-20 09:26:00,trial_attended,6,YouTube,yt_long_form
E000861,U00238,2026-02-16 19:17:00,site_visit,1,Google Ads,ga_search_english_course
E000862,U00238,2026-02-16 19:54:00,test_started,2,Google Ads,ga_search_english_course
E000863,U00238,2026-02-16 20:14:00,test_completed,3,Google Ads,ga_search_english_course
E000864,U00238,2026-02-16 20:57:00,registration,4,Google Ads,ga_search_english_course
E000865,U00238,2026-02-17 23:57:00,trial_booked,5,Google Ads,ga_search_english_course
E000866,U00238,2026-02-23 15:57:00,trial_attended,6,Google Ads,ga_search_english_course
E000867,U00238,2026-02-19 11:57:00,plan_selected,7,Google Ads,ga_search_english_course
E000868,U00238,2026-02-19 13:14:00,payment_success,8,Google Ads,ga_search_english_course
E000869,U00239,2026-01-08 13:52:00,site_visit,1,Instagram,ig_reels_beginner
E000870,U00239,2026-01-08 14:10:00,test_started,2,Instagram,ig_reels_beginner
E000871,U00239,2026-01-08 14:31:00,test_completed,3,Instagram,ig_reels_beginner
E000872,U00239,2026-01-08 17:03:00,registration,4,Instagram,ig_reels_beginner
E000873,U00240,2026-02-15 17:43:00,site_visit,1,Partner Referral,partner_hr_benefit
E000874,U00241,2026-02-23 19:54:00,site_visit,1,Google Ads,ga_search_english_course
E000875,U00241,2026-02-23 20:21:00,test_started,2,Google Ads,ga_search_english_course
E000876,U00241,2026-02-23 20:43:00,test_completed,3,Google Ads,ga_search_english_course
E000877,U00242,2026-02-27 20:10:00,site_visit,1,Google Ads,ga_competitor
E000878,U00242,2026-02-27 20:22:00,test_started,2,Google Ads,ga_competitor
E000879,U00242,2026-02-27 20:33:00,test_completed,3,Google Ads,ga_competitor
E000880,U00242,2026-02-27 22:19:00,registration,4,Google Ads,ga_competitor
E000881,U00242,2026-02-28 05:19:00,trial_booked,5,Google Ads,ga_competitor
E000882,U00242,2026-03-02 14:19:00,trial_attended,6,Google Ads,ga_competitor
E000883,U00243,2026-01-30 14:47:00,site_visit,1,Telegram,tg_community_native
E000884,U00244,2026-02-04 21:08:00,site_visit,1,TikTok,tt_discount_challenge
E000885,U00245,2026-02-14 22:34:00,site_visit,1,YouTube,yt_teacher_expert
E000886,U00245,2026-02-14 22:51:00,pricing_page_view,1,YouTube,yt_teacher_expert
E000887,U00246,2026-03-10 07:44:00,site_visit,1,TikTok,tt_short_lessons
E000888,U00246,2026-03-10 07:46:00,test_started,2,TikTok,tt_short_lessons
E000889,U00246,2026-03-10 08:00:00,test_completed,3,TikTok,tt_short_lessons
E000890,U00247,2026-03-24 19:53:00,site_visit,1,TikTok,tt_viral_test
E000891,U00248,2026-03-10 15:26:00,site_visit,1,TikTok,tt_discount_challenge
E000892,U00249,2026-01-07 07:11:00,site_visit,1,TikTok,tt_viral_test
E000893,U00249,2026-01-07 07:12:00,pricing_page_view,1,TikTok,tt_viral_test
E000894,U00250,2026-02-17 21:44:00,site_visit,1,TikTok,tt_short_lessons
E000895,U00250,2026-02-17 22:16:00,test_started,2,TikTok,tt_short_lessons
E000896,U00250,2026-02-17 22:50:00,test_completed,3,TikTok,tt_short_lessons
E000897,U00251,2026-02-26 14:47:00,site_visit,1,Google Ads,ga_search_english_course
E000898,U00251,2026-02-26 15:00:00,pricing_page_view,1,Google Ads,ga_search_english_course
E000899,U00251,2026-02-26 15:08:00,test_started,2,Google Ads,ga_search_english_course
E000900,U00251,2026-02-26 15:21:00,test_completed,3,Google Ads,ga_search_english_course
E000901,U00251,2026-02-26 17:46:00,registration,4,Google Ads,ga_search_english_course
E000902,U00251,2026-02-28 10:46:00,trial_booked,5,Google Ads,ga_search_english_course
E000903,U00251,2026-03-03 18:46:00,trial_attended,6,Google Ads,ga_search_english_course
E000904,U00251,2026-02-27 21:46:00,plan_selected,7,Google Ads,ga_search_english_course
E000905,U00251,2026-02-27 22:46:00,payment_success,8,Google Ads,ga_search_english_course
E000906,U00252,2026-02-20 14:00:00,site_visit,1,TikTok,tt_viral_test
E000907,U00252,2026-02-20 14:33:00,test_started,2,TikTok,tt_viral_test
E000908,U00252,2026-02-20 15:00:00,test_completed,3,TikTok,tt_viral_test
E000909,U00252,2026-02-20 16:36:00,registration,4,TikTok,tt_viral_test
E000910,U00253,2026-03-04 14:20:00,site_visit,1,Google Ads,ga_brand
E000911,U00253,2026-03-04 14:33:00,pricing_page_view,1,Google Ads,ga_brand
E000912,U00253,2026-03-04 14:30:00,test_started,2,Google Ads,ga_brand
E000913,U00253,2026-03-04 14:39:00,test_completed,3,Google Ads,ga_brand
E000914,U00253,2026-03-04 15:59:00,registration,4,Google Ads,ga_brand
E000915,U00254,2026-02-14 17:46:00,site_visit,1,YouTube,yt_long_form
E000916,U00254,2026-02-14 18:04:00,test_started,2,YouTube,yt_long_form
E000917,U00254,2026-02-14 18:26:00,test_completed,3,YouTube,yt_long_form
E000918,U00254,2026-02-14 18:35:00,registration,4,YouTube,yt_long_form
E000919,U00254,2026-02-16 01:35:00,plan_selected,7,YouTube,yt_long_form
E000920,U00254,2026-02-16 02:48:00,payment_success,8,YouTube,yt_long_form
E000921,U00255,2026-03-05 11:39:00,site_visit,1,Instagram,ig_lookalike_students
E000922,U00255,2026-03-05 11:44:00,pricing_page_view,1,Instagram,ig_lookalike_students
E000923,U00255,2026-03-05 11:43:00,test_started,2,Instagram,ig_lookalike_students
E000924,U00255,2026-03-05 12:06:00,test_completed,3,Instagram,ig_lookalike_students
E000925,U00255,2026-03-05 14:55:00,registration,4,Instagram,ig_lookalike_students
E000926,U00256,2026-03-17 15:03:00,site_visit,1,YouTube,yt_long_form
E000927,U00256,2026-03-17 17:51:00,registration,4,YouTube,yt_long_form
E000928,U00256,2026-03-18 20:51:00,trial_booked,5,YouTube,yt_long_form
E000929,U00256,2026-03-20 13:51:00,trial_attended,6,YouTube,yt_long_form
E000930,U00257,2026-02-08 09:13:00,site_visit,1,Instagram,ig_reels_beginner
E000931,U00257,2026-02-08 09:55:00,test_started,2,Instagram,ig_reels_beginner
E000932,U00258,2026-01-14 18:43:00,site_visit,1,YouTube,yt_long_form
E000933,U00258,2026-01-14 18:55:00,test_started,2,YouTube,yt_long_form
E000934,U00258,2026-01-14 19:22:00,test_completed,3,YouTube,yt_long_form
E000935,U00259,2026-02-22 20:52:00,site_visit,1,TikTok,tt_short_lessons
E000936,U00259,2026-02-22 21:22:00,test_started,2,TikTok,tt_short_lessons
E000937,U00259,2026-02-22 21:42:00,test_completed,3,TikTok,tt_short_lessons
E000938,U00259,2026-02-22 22:59:00,registration,4,TikTok,tt_short_lessons
E000939,U00260,2026-01-01 16:14:00,site_visit,1,Partner Referral,partner_hr_benefit
E000940,U00260,2026-01-01 16:52:00,test_started,2,Partner Referral,partner_hr_benefit
E000941,U00260,2026-01-01 17:04:00,test_completed,3,Partner Referral,partner_hr_benefit
E000942,U00260,2026-01-01 19:38:00,registration,4,Partner Referral,partner_hr_benefit
E000943,U00260,2026-01-02 15:38:00,trial_booked,5,Partner Referral,partner_hr_benefit
E000944,U00260,2026-01-02 23:38:00,plan_selected,7,Partner Referral,partner_hr_benefit
